,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E06000058,E06000059,E06000060,E06000061,E06000062,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,S12000005,S12000006,S12000008,S12000010,S12000011,S12000013,S12000014,S12000017,S12000018,S12000019,S12000020,S12000021,S12000023,S12000026,S12000027,S12000028,S12000029,S12000030,S12000033,S12000034,S12000035,S12000036,S12000038,S12000039,S12000040,S12000041,S12000042,S12000045,S12000047,S12000048,S12000049,S12000050,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E07000086,0,0,0,0,0,0,0,2,0,8,1,0,0,1,0,3,0,4,0,0,3,2,12,8,3,9,0,15,3,3,3,0,4,24,121,18,16,9,12,11,4,844,6884,14,0,13,0,2,2,0,254,9,0,1,160,77,15,1,3,5,2,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,3,1,1,2,2,0,2,3,1,1,0,1,0,1,6,0,2,0,0,0,1,0,1,1,1,1,0,438,182,47876,1625,225,60,183,1295,45,1999,5706,3,7,2,2,4,1,30,3,5,3,1,0,2,1,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,84,0,0,0,1,17,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,40,15,10,11,6,2,2,9,0,0,1,1,0,1,0,1,0,0,1,7,2,26,8,3,14,9,31,2,28,12,1,0,0,6,0,4,24,104,12,7,2,8,1,0,0,0,1,1,11,4,3,0,0,1,2,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,20,3,2,0,0,8,0,3,5,3,1,29,2,1,3,5,0,19,3,12,0,0,5,6,2,0,1,46,21,3,7,8,18,1,3,29,0,9,20,4,8,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,3,0,0
E07000087,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,5,0,0,4,9,4,9,24,1,8,1,4,0,0,4,10,39,14,11,13,5,6,8,4730,1922,14,0,6,0,7,10,0,96,3,3,0,86,44,16,4,2,3,2,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,2,6,0,0,2,4,1,0,0,0,0,5,0,2,0,1,0,0,0,5,2,0,0,2,0,0,3,3,3,3,0,0,114,405,1631,38145,1997,30,1129,331,51,300,2957,0,4,0,2,8,4,18,0,2,3,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,6,0,1,2,18,0,1,3,0,4,2,0,0,5,3,1,0,0,0,0,0,0,0,0,0,8,4,7,9,3,3,1,39,0,0,4,0,0,1,0,0,0,0,0,7,0,37,4,5,7,4,16,0,28,6,0,1,4,0,0,8,52,411,15,9,6,11,0,0,1,3,1,0,6,1,2,1,0,0,6,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,11,2,2,1,1,3,0,6,0,0,1,1,0,15,0,3,1,2,4,6,4,6,1,1,0,7,0,2,0,33,18,5,2,6,6,1,5,2,0,3,6,8,6,2,4,44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0
E07000088,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,1,2,5,1,7,35,0,2,4,0,1,0,3,4,31,4,9,7,7,4,6,3745,522,18,0,1,3,6,26,0,71,0,1,1,38,25,11,1,5,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,4,0,0,0,1,1,2,0,0,2,0,0,0,0,10,0,0,0,1,0,3,0,0,0,0,1,0,55,233,506,5461,24463,36,667,182,23,106,1059,1,1,0,1,13,3,18,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,19,0,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,11,3,5,6,10,2,0,21,0,0,2,0,0,0,0,0,0,0,1,4,2,44,2,3,8,1,14,0,34,20,0,0,1,0,2,1,36,235,13,5,3,9,0,0,0,0,1,0,2,2,1,1,0,3,8,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,1,0,1,0,0,0,1,0,5,0,1,5,11,0,7,0,2,0,3,0,2,1,28,10,2,2,4,4,0,3,3,0,3,7,4,2,0,5,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
E07000089,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,4,1,4,3,2,0,9,3,7,1,1,2,1042,301,338,107,255,694,7,5,33,35,2,0,0,0,2,3,0,50,3,2,0,8,14,84,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,0,4,3,1,0,0,1,4,2,2,0,0,1,1,1504,468,25,28,7,36308,11,21,2529,68,160,0,10,4,0,11,9,4,0,1,0,0,1,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,7,0,0,0,0,0,1,0,0,0,2,0,4,1,4,0,0,0,0,0,1,0,0,0,0,13,3,30,13,12,3,0,3,0,0,0,0,0,0,0,1,1,0,0,113,7,830,24,21,204,111,1969,10,836,290,5,0,2,2,0,1,1,30,26,11,4,1,0,2,1,0,0,0,6,3,0,3,3,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,4,0,0,3,0,1,2,0,0,2,0,0,64,0,7,5,20,10,43,9,51,6,8,7,39,0,10,0,451,208,19,23,48,41,2,32,13,0,74,41,13,21,6,35,139,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0
E07000090,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,1,0,2,1,0,1,3,0,3,6,8,0,6,3,3,0,1,3,13,34,4,12,17,16,1,28,7512,325,12,0,2,2,4,6,1,53,1,3,0,28,25,13,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,0,0,2,0,0,7,2,3,2,3,0,0,0,2,2,0,0,0,1,0,1,3,3,2,0,1,68,2888,330,1502,398,38,37477,126,61,87,1351,0,5,1,0,0,1,3,0,3,1,4,2,0,1,1,1,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11,1,1,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,4,3,6,3,1,0,11,2,0,0,0,0,2,0,0,0,1,1,14,3,133,7,13,16,8,28,5,172,26,0,0,3,0,0,10,222,2403,24,34,17,56,3,0,0,0,2,0,5,3,2,1,0,4,9,0,0,3,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,4,0,0,0,0,0,14,1,1,4,3,3,18,10,8,3,6,1,5,1,6,0,40,19,6,8,20,11,0,20,1,1,9,11,10,9,2,14,31,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,2,3,0,0,0,1,0,2,2,0
E07000091,0,0,0,0,0,0,0,1,0,3,1,0,2,1,0,1,0,4,2,2,3,8,9,2,8,18,0,10,2,0,2,4,2,19,47,18,13,13,13,5,6,234,4956,28,0,2,0,2,6,0,1070,1,4,3,3323,1788,29,3,7,0,1,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,4,3,1,3,1,0,2,0,1,3,0,2,2,2,1,0,0,10,0,0,0,0,0,4,0,7,1,0,0,0,129,43,1053,274,50,31,32,61808,32,1547,793,2,3,7,3,10,3,13,0,8,0,1,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,3,0,1,0,28,0,3,3,1,3,0,0,1,1,8,0,0,0,1,1,0,0,1,0,1,12,6,12,12,12,13,3,32,0,1,5,3,0,0,0,1,0,0,4,14,4,26,3,4,10,11,24,1,14,15,3,0,2,1,0,5,5,42,6,1,3,0,3,0,1,0,0,3,9,6,1,0,3,3,7,1,0,1,0,0,4,0,1,1,1,0,0,0,0,0,3,5,0,1,0,1,0,0,17,1,8,1,3,0,0,4,0,0,4,0,1,27,0,1,3,2,7,17,3,15,0,2,5,10,0,0,0,61,11,8,13,7,18,0,3,9,1,13,9,8,14,2,14,51,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,2,1,3,2,1,1,2,2,1,0,0,0,1,0,0
E07000092,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,4,3,0,1,1,1,1,2,2,2,3,7,0,3,1,2,2,830,141,203,143,239,353,4,2,30,29,2,3,28,0,2,7,0,129,5,7,0,8,5,83,4,6,4,3,0,5,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,3,1,0,1,0,0,0,0,2,3,0,2,0,0,2,10,3,4,0,0,0,1,0,6,2,0,0,3,605,739,32,21,4,2480,25,13,33759,38,144,2,3,4,1,19,11,5,1,8,1,4,5,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,2,1,0,1,0,2,0,0,3,0,2,1,0,1,2,7,0,1,0,0,0,0,0,1,0,0,13,9,30,30,5,3,1,4,0,0,1,0,0,8,0,1,0,0,3,174,36,2866,55,29,361,131,4005,6,2240,710,0,3,2,6,1,2,3,41,35,19,4,4,1,0,0,1,0,0,18,5,5,2,5,2,3,2,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,1,0,0,16,2,0,2,2,0,1,5,0,0,1,0,0,58,5,6,6,29,15,48,17,36,4,10,5,52,4,9,0,357,296,15,33,63,56,4,51,5,0,96,45,29,22,14,49,159,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0
E07000093,0,0,0,0,0,0,0,0,0,18,3,0,2,1,1,0,0,1,5,1,1,10,9,2,13,7,1,36,2,0,0,1,4,44,721,63,21,28,43,4,2,209,3175,18,0,6,0,5,6,0,1975,6,5,0,177,82,29,2,3,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,1,0,0,2,0,0,1,3,1,0,0,0,1,5,0,0,0,0,0,0,2,7,1,3,2,1,1729,112,1926,268,36,156,32,1123,118,49078,2668,2,1,0,3,5,4,11,1,13,0,1,0,3,0,3,1,2,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,2,0,0,1,0,3,0,0,2,17,0,0,0,0,4,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,371,26,23,51,12,5,1,18,0,1,2,1,0,1,0,1,1,1,11,15,1,55,0,5,19,11,69,3,32,20,0,2,4,2,0,0,1,42,10,2,0,3,0,0,0,0,0,0,10,15,3,0,0,6,11,0,0,2,0,1,10,2,0,0,2,2,1,0,1,0,0,3,0,0,0,0,1,2,17,3,7,3,4,0,0,22,0,12,2,0,1,39,0,4,3,6,3,29,4,22,2,4,5,22,2,1,2,89,27,23,19,11,13,3,7,62,1,21,28,3,16,6,11,82,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,4,1,0
E07000094,0,0,0,0,1,0,0,4,0,0,0,2,1,2,1,1,2,1,1,0,0,6,7,9,9,8,1,16,0,6,3,2,1,31,271,64,7,28,26,7,12,1481,1617,18,1,4,0,3,7,0,216,0,3,2,110,55,30,2,4,2,0,0,2,2,0,2,2,0,0,0,0,0,2,1,0,0,0,0,6,1,0,2,2,0,0,0,3,3,1,0,1,1,0,2,0,3,2,0,0,1,0,0,4,4,6,1,3,0,0,1102,1191,1587,1357,254,225,916,336,178,855,46557,0,7,4,0,4,0,7,3,1,3,0,0,4,3,2,0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,3,1,1,0,3,0,5,0,0,2,0,20,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,24,20,43,21,11,6,2,5,0,0,0,0,0,0,0,0,0,1,0,21,3,84,12,5,19,11,77,3,126,33,0,0,0,1,3,5,34,278,17,9,5,7,0,4,2,0,4,0,8,3,2,1,2,1,5,0,0,3,0,0,4,0,0,0,0,2,3,0,1,5,1,0,0,3,0,0,0,0,16,1,2,3,7,1,0,0,1,4,2,0,0,61,1,3,4,12,4,31,10,20,0,3,2,11,3,5,0,44,25,16,18,15,36,4,11,7,0,12,29,4,22,1,28,110,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,0,1,1,0,0,0,4,1,6,0,5,0,0,0,0,1,0
E07000095,0,0,0,3,0,0,1,2,0,0,2,1,0,0,0,6,3,2,1,0,2,0,1,0,1,2,0,0,3,35,9,46,5,1,0,5,9,12,7,19,2,1,4,0,0,1,1,3,0,0,5,15,40,0,1,1,54,2,6,27,3,0,8,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,45,16,45,3,51,7,1174,863,3,4,0,163,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,1,3,31052,75,555,126,45,75,0,1,26,1,7,5,4,1,1,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,5,1,0,3,1,3,2,0,0,0,1,0,0,0,1,1,1,0,0,0,3,1,3,2,0,2,0,1,2,0,1,1,0,0,2,0,0,1,4,0,3,1,2,2,6,4,8,3,0,2,3,2,0,0,0,6,0,0,0,3,2,0,0,1,0,0,0,0,0,310,1062,2359,227,1,11,0,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,2,0,5,4,1,2,0,3,1,2,0,0,5,0,0,419,88,676,8,111,21,412,15,59,4139,26,261,71,756,49,87,65,30,346,108,7,74,11,7,175,111,3,115,7,226,314,33,496,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E07000096,0,0,0,0,1,0,0,0,0,0,0,3,3,0,2,3,4,2,2,1,3,1,6,2,1,2,0,2,5,642,1,7,5,16,13,11,94,35,24,239,4,2,2,0,0,0,0,2,4,0,13,59,591,0,6,2,2242,13,27,13,0,4,18,24,0,1,0,0,0,0,1,0,0,4,2,4,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,7,8,4,0,12,3,40,15,2,0,0,10,1,0,1,1,1,0,5,2,0,0,1,10,0,1,9,1,4,65,59186,894,265,1411,2090,0,1,7,4,6,4,1,5,4,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,0,0,1,1,0,0,1,0,0,0,3,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,2,2,15,24,49,8,4,4,0,1,0,0,1,0,0,1,2,0,0,2,5,17,0,9,2,6,39,22,6,6,5,11,3,1,5,2,3,3,2,4,7,2,0,0,0,0,0,0,0,1,2756,737,81,229,2,9,6,1,0,5,1,0,1,0,0,0,0,3,1,0,0,0,1,1,0,3,0,1,0,2,19,9,1,0,8,0,2,2,5,0,4,0,0,203,13,507,8,509,6,450,9,229,184,10,47,126,81,407,21,524,82,133,118,9,72,6,16,27,12,19,78,5,94,21,31,511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,3,3,0,0,3,0,0,2,0,0,0,0,1,0,0,0,4,0,24,0,0,0,1,0,0
E07000098,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,2,0,1,4,1,1,0,0,0,2,6,159,5,11,5,8,2,8,51,25,4,56,2,0,2,0,0,0,0,1,2,0,7,21,82,0,3,1,181,11,20,24,0,1,4,15,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,15,6,11,1,19,6,82,41,4,0,4,18,0,1,0,1,0,0,4,2,3,1,0,3,1,1,1,0,2,202,367,35905,108,687,1506,2,2,9,0,0,4,2,1,1,3,0,2,3,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,5,0,0,0,2,0,0,1,0,1,1,0,0,4,0,0,0,0,1,0,1,3,0,0,0,1,5,1,5,1,0,0,3,0,1,0,0,0,1,0,0,0,2,0,8,5,6,7,4,20,21,3,3,4,2,2,1,4,3,2,0,0,2,5,1,2,1,0,0,1,2,0,0,1315,1086,185,152,0,1,1,0,1,10,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,16,0,0,1,1,1,5,2,0,4,6,0,0,351,18,2904,3,863,10,827,16,220,736,25,122,123,248,1091,35,353,68,241,161,10,95,11,17,61,18,11,142,6,169,80,52,790,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0
E07000099,0,0,0,0,1,0,1,1,0,2,0,0,0,3,4,0,5,4,4,2,0,1,2,0,0,1,0,0,26,879,1,6,5,4,3,2,13,4,4,137,5,2,0,1,0,7,1,4,1,0,9,277,1216,0,0,2,101,22,41,824,16,7,148,1308,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,8,9,0,13,6,90,83,4,0,0,133,0,1,1,1,0,0,1,1,0,2,1,4,0,0,2,2,6,224,297,277,50534,76,122,0,1,13,0,4,5,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,1,0,0,3,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,3,3,4,3,3,1,1,0,0,0,0,0,1,0,0,2,4,3,6,5,1,2,0,1,10,6,2,1,0,2,0,1,3,2,1,0,2,2,7,0,0,1,2,0,1,0,1,0,895,1777,874,3841,8,39,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,2,2,0,0,0,8,5,1,0,5,2,0,5,1,4,5,0,2,175,5,262,6,96,3,353,10,38,194,12,47,36,92,58,12,62,24,137,60,3,83,7,0,17,12,8,71,1,84,22,30,364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0
E07000102,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,6,0,0,0,0,0,1,3,1,0,3,0,1,6,151,3,2,3,8,16,12,111,73,16,55,1,5,0,7,0,1,1,0,3,0,9,28,62,0,3,1,917,4,14,10,0,0,2,5,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,8,7,11,0,4,2,28,18,1,0,1,12,0,0,2,1,0,3,1,1,0,1,4,3,0,0,7,2,5,52,1073,1219,37,31257,3225,0,0,8,0,0,1,1,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,2,0,0,1,0,1,0,2,1,0,0,2,2,0,0,0,2,0,1,0,2,0,0,1,12,18,8,3,1,0,0,2,4,0,0,1,0,0,0,0,1,0,10,1,4,6,2,29,32,5,3,3,5,2,2,2,2,1,0,1,1,5,0,1,0,0,0,2,0,0,0,731,419,97,86,2,3,4,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,14,5,4,0,2,0,1,0,0,1,5,0,0,188,19,446,2,838,3,393,6,358,121,6,40,130,59,1094,10,1552,143,121,134,14,79,4,10,37,10,25,90,5,122,18,34,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E07000103,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,7,2,0,0,0,0,1,1,2,2,2,2,239,4,8,5,15,10,14,127,19,14,74,1,1,3,1,0,2,1,2,2,0,12,30,78,0,1,1,488,10,25,10,0,0,5,11,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,12,5,14,0,5,5,25,11,0,1,1,4,0,2,0,0,0,0,6,1,0,1,0,4,0,2,3,0,1,46,1225,1921,70,2566,36913,1,0,13,0,3,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,0,0,4,0,1,0,0,0,0,4,19,9,2,6,1,0,1,0,0,0,0,0,0,1,1,2,1,0,13,4,13,4,8,29,27,8,4,4,12,0,0,0,0,4,1,1,3,4,1,3,2,0,0,1,2,1,0,1169,355,39,134,0,11,3,2,0,1,0,0,3,0,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,21,5,2,4,4,0,0,1,0,1,2,0,0,204,11,667,3,1029,6,542,26,283,148,22,67,150,72,986,13,788,114,173,174,14,89,8,19,53,19,23,99,9,114,27,65,584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,1,1,0,0
E07000105,0,0,0,1,1,0,0,0,0,2,2,1,1,2,3,0,1,1,4,0,1,0,4,4,3,4,0,2,0,3,8,36,544,3,3,5,2,12,1,6,6,7,1,0,1,0,1,0,2,0,28,2,1,2,5,8,18,0,2,4,2,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,6,88,6,327,65,9,2,2,2,1,5,7,2,1,3,1,7,0,1,0,0,0,1,4,0,1,4,8,5,1,3,5,8,5,5,3,7,0,5,0,51332,1334,136,329,99,2344,173,1966,575,135,596,1113,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,2,1,1,0,0,0,4,0,0,3,1,0,0,0,3,5,6,0,0,0,0,0,3,0,0,1,6,1,3,11,2,5,0,0,1,0,3,1,0,0,2,0,3,0,2,7,3,3,8,2,26,5,11,5,25,2,5,0,3,6,2,1,1,3,6,41,6,7,12,0,0,0,0,0,0,17,4,1,0,4,6,6,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,11,3,2,1,1,0,2,6,0,1,4,1,0,142,12,6,77,10,128,125,60,15,14,64,25,30,7,3,30,22,6,45,28,3,71,70,11,48,9,4,100,7,83,9,31,216,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1
